,0,1,2,3,4,5,6,7,8,9,y
0,-1.4494429647823888,1.0327844506581167,-0.2124686529572577,-0.9556064785227603,0.6607321970473057,0.2540600892576477,-1.1017326485583243,-1.535872224785426,-1.084481498806774,-0.5489893860530716,1
1,-0.688817019610609,-0.5288620575967958,1.0113887846310659,0.4805789043757694,1.339427487888312,0.11629738248394939,0.802651941074817,-0.8959316335398582,1.0446488169203223,2.003628179114409,0
2,1.442979075044227,1.2805021174533595,0.6154721166961971,0.6461951454545306,-1.2856984034911592,0.09220535285938243,-0.7910981218599988,0.5609430109561718,0.6286052049875508,0.9711624589458111,0
3,0.47005026463560085,0.1474004656620942,-0.7894624365257674,-1.2352623254773212,-0.2386469729936306,-0.6190506843584604,1.1542250017523699,-2.6520370934962743,-0.696169776112499,0.16824895987982988,0
4,-1.0241507913365322,-1.8093166739828428,0.7934216176294895,-0.22370767139272277,-0.370011778771164,-1.3095996730454684,0.8709719770429978,0.1725425616861896,-1.6090277724162805,0.31083863861635314,1
5,2.1406415123335973,-1.0248388219901194,-3.2314593346441334,0.9582038311075304,-0.15337903191884594,0.8322753873397937,0.7077158193383136,0.9775566289633756,-0.37972106045196385,-0.04839389458071635,1
6,-1.2727265471028448,0.002016740248780397,0.0798134281198053,-0.06867416130968997,-0.4318019523351145,1.6515618409597383,0.5802183200912086,1.1699841148836307,-1.3293071787794546,-0.849858435775038,1
7,0.06125052389101054,-0.008411103425382744,1.2937654820315092,-1.696447809405858,-0.3078707484104275,-0.6254705916779372,0.8348042346977518,-1.442292909752964,0.4245474318221083,0.1369064725257937,0
8,0.6884938272597212,-1.6764263086485591,0.7776921746232754,0.3801768995626538,-0.3713805683867061,1.0425915260418366,-0.8109673476652015,0.7710432712652275,1.0371841018200987,1.2415802726679306,0
9,0.06744864915351656,-0.7596722733273741,0.9932817346127683,2.074111465913542,-0.5415748182154404,0.886568517753597,1.0196624201078428,-1.2344081087131755,1.1564582593720711,-0.15996978056916444,0
10,1.2773710213639504,-0.19720351159691552,0.9977001894078488,1.0977200769015973,-0.3616957979505258,0.2874418414151941,0.5841769114813639,0.36638681652991545,0.9384172999795056,-1.2791745606604386,0
11,1.5081186888314186,0.7439704456723367,2.0815049251129594,0.43704947832575786,1.6994616992624503,-0.46076904106890837,1.3034462259645285,-0.6863090959356141,1.425866624709578,-1.2343494849964056,0
